BPF Resource Thief Detector — Session Report
Generated: 2026-06-25 03:39:16.253215
============================================================

[INFO] 03:38:59 | PID 14195 (sh) | New process → /usr/bin/which
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/10475
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/10794
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11021
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11033
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11148
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11251
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11296
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/11368
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/12540
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13205
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13310
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13348
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13366
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13649
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13682
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13926
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/13986
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14153
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14165
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14177
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14190
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14192
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14193
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14196
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/14197
[ALERT] 03:38:59 | PID 14197 (ps) | Accessed sensitive file → /proc/meminfo
[WARN] 03:38:59 | PID 14199 (sh) | Suspicious exec → /usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh
[INFO] 03:38:59 | PID 14200 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:38:59 | PID 14200 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14200 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:38:59 | PID 14201 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:38:59 | PID 14201 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14201 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:38:59 | PID 14201 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:38:59 | PID 14202 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:38:59 | PID 14202 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14202 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:38:59 | PID 14202 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:38:59 | PID 14203 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:38:59 | PID 14203 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14203 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:38:59 | PID 14203 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:38:59 | PID 14204 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:38:59 | PID 14204 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14204 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:38:59 | PID 14204 (cat) | Accessed sensitive file → /proc/14193/stat
[INFO] 03:38:59 | PID 14205 (cpuUsage.sh) | New process → /usr/bin/sleep
[ALERT] 03:38:59 | PID 14205 (sleep) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:38:59 | PID 14205 (sleep) | Accessed sensitive file → /proc/self/maps
[INFO] 03:39:00 | PID 14206 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:39:00 | PID 14206 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:00 | PID 14206 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:39:00 | PID 14207 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:00 | PID 14207 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:00 | PID 14207 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:00 | PID 14207 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:39:00 | PID 14209 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:00 | PID 14209 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:00 | PID 14209 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:00 | PID 14209 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:39:00 | PID 14211 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:00 | PID 14211 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:00 | PID 14211 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:00 | PID 14211 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:39:00 | PID 14213 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:00 | PID 14213 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:00 | PID 14213 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:00 | PID 14213 (cat) | Accessed sensitive file → /proc/14193/stat
[INFO] 03:39:03 | PID 14216 (sh) | New process → /usr/bin/which
[INFO] 03:39:03 | PID 14218 (sh) | New process → /usr/bin/ps
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/self/status
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/self/status
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/self
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14218
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/self
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14218
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/sys/kernel/pid_max
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/3
[ALERT] 03:39:03 | PID 14218 (ps) | High-speed file access: 51 files/sec  ← POSSIBLE EXFILTRATION
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/7
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/8
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/12
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/15
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/16
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/17
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/18
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/19
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/20
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/21
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/22
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/23
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/24
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/25
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/26
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/27
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/28
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/29
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/30
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/31
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/33
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/34
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/35
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/36
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/37
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/39
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/40
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/41
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/42
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/43
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/45
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/46
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/47
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/48
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/49
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/51
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/52
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/53
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/54
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/55
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/58
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/61
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/62
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/66
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/67
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/69
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/70
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/71
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/72
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/73
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/75
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/76
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/77
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/78
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/79
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/80
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/81
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/82
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/83
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/84
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/86
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/88
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/89
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/91
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/92
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/93
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/94
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/96
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/97
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/98
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/99
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/100
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/101
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/102
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/103
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/104
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/109
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/110
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/112
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/113
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/114
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/116
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/117
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/119
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/121
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/122
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/129
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/133
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/134
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/138
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/150
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/307
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/347
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/415
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/429
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/430
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/431
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/432
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/433
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/466
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/467
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/495
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/646
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/675
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/730
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/732
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/735
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/738
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/739
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/742
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/800
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/808
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/809
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/846
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/906
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1108
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1110
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1127
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1139
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1140
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1141
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1143
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1144
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1145
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1146
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1158
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1215
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1216
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1217
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1575
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1579
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1580
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1582
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1583
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1593
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1595
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1610
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1613
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1617
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1621
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1626
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1627
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1630
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1679
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1713
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1725
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1733
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1736
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1742
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1822
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1915
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1934
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1935
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1936
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1937
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/1938
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2295
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2300
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2316
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2340
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2522
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2523
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2538
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2539
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2643
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2854
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/2977
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/3023
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/3060
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4017
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4028
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4167
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4201
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4222
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4223
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4227
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4238
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4241
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4243
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4245
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4325
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4331
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4338
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4397
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4411
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4711
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4712
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4713
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4725
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4731
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4735
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4750
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4806
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4813
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4815
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4834
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4842
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4847
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4871
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4874
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4875
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4882
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4885
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4886
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4888
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4894
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4898
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4913
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4917
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4918
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4924
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4933
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4935
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4938
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4940
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4941
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4942
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/4950
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5025
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5030
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5037
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5043
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5058
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5096
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5102
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5122
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5125
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5129
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5142
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5149
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5165
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5172
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5183
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5193
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5212
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5220
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5232
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5281
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5449
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5552
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5578
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5587
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5613
